Year,Month,Item,Quantity,Unit
1990,March,Others Consumption,169455,Barrels/Day
1990,March,Oil Products Export,595,Barrels/Day
1990,March,Oil Products Demand,411831,Barrels/Day
1990,April,Crude Production,42039,Barrels/Day
1990,April,Crude Import,186240,Barrels/Day
1990,April,Crude Throughput,246357,Barrels/Day
1990,April,Oil Products Production,251741,Barrels/Day
1990,April,Oil Products Import,165633,Barrels/Day
1990,April,Oil Products Supply,417374,Barrels/Day
1990,April,Oil Products Consumption,395501,Barrels/Day
1990,April,Mogas Consumption,67219,Barrels/Day
1990,April,Diesel Oil Consumption,169762,Barrels/Day
1990,April,Others Consumption,158518,Barrels/Day
1990,April,Oil Products Export,322,Barrels/Day
1990,April,Oil Products Demand,395823,Barrels/Day
1990,May,Crude Production,42120,Barrels/Day
1990,May,Crude Import,178597,Barrels/Day
1990,May,Crude Throughput,221917,Barrels/Day
1990,May,Oil Products Production,225952,Barrels/Day
1990,May,Oil Products Import,222266,Barrels/Day
1990,May,Oil Products Supply,448218,Barrels/Day
1990,May,Oil Products Consumption,402926,Barrels/Day
1990,May,Mogas Consumption,63351,Barrels/Day
1990,May,Diesel Oil Consumption,170028,Barrels/Day
1990,May,Others Consumption,169546,Barrels/Day
1990,May,Oil Products Export,281,Barrels/Day
1990,May,Oil Products Demand,403208,Barrels/Day
1990,June,Crude Production,38555,Barrels/Day
1990,June,Crude Import,257378,Barrels/Day
1990,June,Crude Throughput,232129,Barrels/Day
1990,June,Oil Products Production,240717,Barrels/Day
1990,June,Oil Products Import,151714,Barrels/Day
1990,June,Oil Products Supply,392431,Barrels/Day
1990,June,Oil Products Consumption,421705,Barrels/Day
1990,June,Mogas Consumption,64395,Barrels/Day
1990,June,Diesel Oil Consumption,172175,Barrels/Day
1990,June,Others Consumption,185134,Barrels/Day
1990,June,Oil Products Export,440,Barrels/Day
1990,June,Oil Products Demand,422146,Barrels/Day
1990,July,Crude Production,43705,Barrels/Day
1990,July,Crude Import,188357,Barrels/Day
1990,July,Crude Throughput,262371,Barrels/Day
1990,July,Oil Products Production,270390,Barrels/Day
1990,July,Oil Products Import,143438,Barrels/Day
1990,July,Oil Products Supply,413829,Barrels/Day
1990,July,Oil Products Consumption,413081,Barrels/Day
1990,July,Mogas Consumption,62300,Barrels/Day
1990,July,Diesel Oil Consumption,167039,Barrels/Day
1990,July,Others Consumption,183741,Barrels/Day
1990,July,Oil Products Export,377,Barrels/Day
1990,July,Oil Products Demand,413459,Barrels/Day
1990,August,Crude Production,44218,Barrels/Day
1990,August,Crude Import,238769,Barrels/Day
1990,August,Crude Throughput,249683,Barrels/Day
1990,August,Oil Products Production,261488,Barrels/Day
1990,August,Oil Products Import,140282,Barrels/Day
1990,August,Oil Products Supply,401770,Barrels/Day
1990,August,Oil Products Consumption,445715,Barrels/Day
1990,August,Mogas Consumption,65459,Barrels/Day
1990,August,Diesel Oil Consumption,182180,Barrels/Day
1990,August,Others Consumption,198074,Barrels/Day
1990,August,Oil Products Export,481,Barrels/Day
1990,August,Oil Products Demand,446196,Barrels/Day
1990,September,Crude Production,45004,Barrels/Day
1990,September,Crude Import,218096,Barrels/Day
1990,September,Crude Throughput,251737,Barrels/Day
1990,September,Oil Products Production,260854,Barrels/Day
1990,September,Oil Products Import,167102,Barrels/Day
1990,September,Oil Products Supply,427957,Barrels/Day
1990,September,Oil Products Consumption,433532,Barrels/Day
1990,September,Mogas Consumption,65512,Barrels/Day
1990,September,Diesel Oil Consumption,178796,Barrels/Day
1990,September,Others Consumption,189223,Barrels/Day
1990,September,Oil Products Export,516,Barrels/Day
1990,September,Oil Products Demand,434049,Barrels/Day
1990,October,Crude Production,45034,Barrels/Day
1990,October,Crude Import,239251,Barrels/Day
1990,October,Crude Throughput,252260,Barrels/Day
1990,October,Oil Products Production,267270,Barrels/Day
1990,October,Oil Products Import,140901,Barrels/Day
1990,October,Oil Products Supply,408171,Barrels/Day
1990,October,Oil Products Consumption,387175,Barrels/Day
1990,October,Mogas Consumption,58821,Barrels/Day
1990,October,Diesel Oil Consumption,153122,Barrels/Day
1990,October,Others Consumption,175232,Barrels/Day
1990,October,Oil Products Export,612,Barrels/Day
1990,October,Oil Products Demand,387787,Barrels/Day
1990,November,Crude Production,45544,Barrels/Day
1990,November,Crude Import,203026,Barrels/Day
1990,November,Crude Throughput,248007,Barrels/Day
1990,November,Oil Products Production,265198,Barrels/Day
1990,November,Oil Products Import,139360,Barrels/Day
1990,November,Oil Products Supply,404559,Barrels/Day
1990,November,Oil Products Consumption,412915,Barrels/Day
1990,November,Mogas Consumption,62192,Barrels/Day
1990,November,Diesel Oil Consumption,167587,Barrels/Day
1990,November,Others Consumption,183135,Barrels/Day
1990,November,Oil Products Export,343,Barrels/Day
1990,November,Oil Products Demand,413259,Barrels/Day
1990,December,Crude Production,45689,Barrels/Day
1990,December,Crude Import,185329,Barrels/Day
1990,December,Crude Throughput,257103,Barrels/Day
1990,December,Oil Products Production,278570,Barrels/Day
1990,December,Oil Products Import,119181,Barrels/Day
1990,December,Oil Products Supply,397751,Barrels/Day
1990,December,Oil Products Consumption,405716,Barrels/Day
1990,December,Mogas Consumption,61367,Barrels/Day
1990,December,Diesel Oil Consumption,167204,Barrels/Day
1990,December,Others Consumption,177143,Barrels/Day
1990,December,Oil Products Export,341,Barrels/Day
1990,December,Oil Products Demand,406058,Barrels/Day
1991,January,Crude Production,47388,Barrels/Day
1991,January,Crude Import,263184,Barrels/Day
1991,January,Crude Throughput,236782,Barrels/Day
1991,January,Oil Products Production,260759,Barrels/Day
1991,January,Oil Products Import,183927,Barrels/Day
1991,January,Oil Products Supply,444687,Barrels/Day
1991,January,Oil Products Consumption,463548,Barrels/Day
1991,January,Mogas Consumption,67159,Barrels/Day
1991,January,Diesel Oil Consumption,190874,Barrels/Day
1991,January,Others Consumption,205514,Barrels/Day
1991,January,Oil Products Export,529,Barrels/Day
1991,January,Oil Products Demand,464077,Barrels/Day
1991,February,Crude Production,47583,Barrels/Day
1991,February,Crude Import,223073,Barrels/Day
1991,February,Crude Throughput,254685,Barrels/Day
1991,February,Oil Products Production,275260,Barrels/Day
1991,February,Oil Products Import,182213,Barrels/Day
1991,February,Oil Products Supply,457474,Barrels/Day
1991,February,Oil Products Consumption,441217,Barrels/Day
1991,February,Mogas Consumption,64943,Barrels/Day
1991,February,Diesel Oil Consumption,185264,Barrels/Day
1991,February,Others Consumption,191009,Barrels/Day
1991,February,Oil Products Export,244,Barrels/Day
1991,February,Oil Products Demand,441461,Barrels/Day
1991,March,Crude Production,47186,Barrels/Day
1991,March,Crude Import,175110,Barrels/Day
1991,March,Crude Throughput,253524,Barrels/Day
1991,March,Oil Products Production,272191,Barrels/Day
1991,March,Oil Products Import,170799,Barrels/Day
1991,March,Oil Products Supply,442990,Barrels/Day
1991,March,Oil Products Consumption,436594,Barrels/Day
1991,March,Mogas Consumption,65180,Barrels/Day
1991,March,Diesel Oil Consumption,180037,Barrels/Day
1991,March,Others Consumption,191377,Barrels/Day
1991,March,Oil Products Export,767,Barrels/Day
1991,March,Oil Products Demand,437362,Barrels/Day
1991,April,Crude Production,46834,Barrels/Day
1991,April,Crude Import,250888,Barrels/Day
1991,April,Crude Throughput,247158,Barrels/Day
1991,April,Oil Products Production,263169,Barrels/Day
1991,April,Oil Products Import,146814,Barrels/Day
1991,April,Oil Products Supply,409983,Barrels/Day
1991,April,Oil Products Consumption,441387,Barrels/Day
1991,April,Mogas Consumption,70043,Barrels/Day
1991,April,Diesel Oil Consumption,181023,Barrels/Day
1991,April,Others Consumption,190319,Barrels/Day
1991,April,Oil Products Export,568,Barrels/Day
1991,April,Oil Products Demand,441955,Barrels/Day
1991,May,Crude Production,47001,Barrels/Day
1991,May,Crude Import,244766,Barrels/Day
1991,May,Crude Throughput,265279,Barrels/Day
1991,May,Oil Products Production,279177,Barrels/Day
1991,May,Oil Products Import,174147,Barrels/Day
1991,May,Oil Products Supply,453325,Barrels/Day
1991,May,Oil Products Consumption,432481,Barrels/Day
1991,May,Mogas Consumption,64244,Barrels/Day
1991,May,Diesel Oil Consumption,178729,Barrels/Day
1991,May,Others Consumption,189507,Barrels/Day
1991,May,Oil Products Export,687,Barrels/Day
1991,May,Oil Products Demand,433168,Barrels/Day
1991,June,Crude Production,45667,Barrels/Day
1991,June,Crude Import,180450,Barrels/Day
1991,June,Crude Throughput,221902,Barrels/Day
1991,June,Oil Products Production,230107,Barrels/Day
1991,June,Oil Products Import,159125,Barrels/Day
1991,June,Oil Products Supply,389233,Barrels/Day
1991,June,Oil Products Consumption,419886,Barrels/Day
1991,June,Mogas Consumption,66995,Barrels/Day
1991,June,Diesel Oil Consumption,174840,Barrels/Day
1991,June,Others Consumption,178050,Barrels/Day
1991,June,Oil Products Export,901,Barrels/Day
1991,June,Oil Products Demand,420787,Barrels/Day
1991,July,Crude Production,40337,Barrels/Day
1991,July,Crude Import,186296,Barrels/Day
1991,July,Crude Throughput,239608,Barrels/Day
1991,July,Oil Products Production,259885,Barrels/Day
1991,July,Oil Products Import,200497,Barrels/Day
1991,July,Oil Products Supply,460383,Barrels/Day
1991,July,Oil Products Consumption,442944,Barrels/Day
1991,July,Mogas Consumption,67288,Barrels/Day
1991,July,Diesel Oil Consumption,172518,Barrels/Day
1991,July,Others Consumption,203137,Barrels/Day
1991,July,Oil Products Export,1035,Barrels/Day
1991,July,Oil Products Demand,443979,Barrels/Day
1991,August,Crude Production,47124,Barrels/Day
1991,August,Crude Import,256200,Barrels/Day
1991,August,Crude Throughput,270522,Barrels/Day
1991,August,Oil Products Production,293889,Barrels/Day
1991,August,Oil Products Import,160220,Barrels/Day
1991,August,Oil Products Supply,454110,Barrels/Day
1991,August,Oil Products Consumption,443271,Barrels/Day
1991,August,Mogas Consumption,68514,Barrels/Day
1991,August,Diesel Oil Consumption,168887,Barrels/Day
1991,August,Others Consumption,205869,Barrels/Day
1991,August,Oil Products Export,432,Barrels/Day
1991,August,Oil Products Demand,443704,Barrels/Day
1991,September,Crude Production,47652,Barrels/Day
1991,September,Crude Import,298501,Barrels/Day
1991,September,Crude Throughput,274615,Barrels/Day
1991,September,Oil Products Production,297948,Barrels/Day
1991,September,Oil Products Import,144911,Barrels/Day
1991,September,Oil Products Supply,442860,Barrels/Day
1991,September,Oil Products Consumption,430769,Barrels/Day
1991,September,Mogas Consumption,64815,Barrels/Day
1991,September,Diesel Oil Consumption,154125,Barrels/Day
1991,September,Others Consumption,211829,Barrels/Day
1991,September,Oil Products Export,910,Barrels/Day
1991,September,Oil Products Demand,431679,Barrels/Day
1991,October,Crude Production,45171,Barrels/Day
1991,October,Crude Import,138950,Barrels/Day
1991,October,Crude Throughput,209351,Barrels/Day
1991,October,Oil Products Production,236131,Barrels/Day
1991,October,Oil Products Import,167766,Barrels/Day
1991,October,Oil Products Supply,403898,Barrels/Day
1991,October,Oil Products Consumption,423785,Barrels/Day
1991,October,Mogas Consumption,67899,Barrels/Day
1991,October,Diesel Oil Consumption,148402,Barrels/Day
1991,October,Others Consumption,207483,Barrels/Day
1991,October,Oil Products Export,474,Barrels/Day
1991,October,Oil Products Demand,424260,Barrels/Day
1991,November,Crude Production,45150,Barrels/Day
1991,November,Crude Import,237957,Barrels/Day
1991,November,Crude Throughput,237486,Barrels/Day
1991,November,Oil Products Production,262095,Barrels/Day
1991,November,Oil Products Import,119619,Barrels/Day
1991,November,Oil Products Supply,381715,Barrels/Day
1991,November,Oil Products Consumption,421343,Barrels/Day
1991,November,Mogas Consumption,69186,Barrels/Day
1991,November,Diesel Oil Consumption,160952,Barrels/Day
1991,November,Others Consumption,191204,Barrels/Day
1991,November,Oil Products Export,1666,Barrels/Day
1991,November,Oil Products Demand,423010,Barrels/Day
1991,December,Crude Production,48120,Barrels/Day
1991,December,Crude Import,196452,Barrels/Day
1991,December,Crude Throughput,272751,Barrels/Day
1991,December,Oil Products Production,293106,Barrels/Day
1991,December,Oil Products Import,159197,Barrels/Day
1991,December,Oil Products Supply,452304,Barrels/Day
1991,December,Oil Products Consumption,447818,Barrels/Day
1991,December,Mogas Consumption,68086,Barrels/Day
1991,December,Diesel Oil Consumption,162832,Barrels/Day
1991,December,Others Consumption,216899,Barrels/Day
1991,December,Oil Products Export,893,Barrels/Day
1991,December,Oil Products Demand,448712,Barrels/Day
1992,January,Crude Production,46464,Barrels/Day
1992,January,Crude Import,248867,Barrels/Day
1992,January,Crude Throughput,254086,Barrels/Day
1992,January,Oil Products Production,289749,Barrels/Day
1992,January,Oil Products Import,167051,Barrels/Day
1992,January,Oil Products Supply,456800,Barrels/Day
1992,January,Oil Products Consumption,451779,Barrels/Day
1992,January,Mogas Consumption,66317,Barrels/Day
1992,January,Diesel Oil Consumption,171260,Barrels/Day
1992,January,Others Consumption,214202,Barrels/Day
1992,January,Oil Products Export,7821,Barrels/Day
1992,January,Oil Products Demand,459600,Barrels/Day
1992,February,Crude Production,47171,Barrels/Day
1992,February,Crude Import,188807,Barrels/Day
1992,February,Crude Throughput,266232,Barrels/Day
1992,February,Oil Products Production,303043,Barrels/Day
1992,February,Oil Products Import,165819,Barrels/Day
1992,February,Oil Products Supply,468863,Barrels/Day
1992,February,Oil Products Consumption,481653,Barrels/Day
1992,February,Mogas Consumption,71856,Barrels/Day
1992,February,Diesel Oil Consumption,183947,Barrels/Day
1992,February,Others Consumption,225849,Barrels/Day
1992,February,Oil Products Export,4164,Barrels/Day
1992,February,Oil Products Demand,485818,Barrels/Day
1992,March,Crude Production,47987,Barrels/Day
1992,March,Crude Import,271284,Barrels/Day
1992,March,Crude Throughput,263063,Barrels/Day
1992,March,Oil Products Production,299054,Barrels/Day
1992,March,Oil Products Import,180867,Barrels/Day
1992,March,Oil Products Supply,479921,Barrels/Day
1992,March,Oil Products Consumption,476339,Barrels/Day
1992,March,Mogas Consumption,70892,Barrels/Day
1992,March,Diesel Oil Consumption,175067,Barrels/Day
1992,March,Others Consumption,230379,Barrels/Day
1992,March,Oil Products Export,11628,Barrels/Day
1992,March,Oil Products Demand,487968,Barrels/Day
1992,April,Crude Production,51496,Barrels/Day
1992,April,Crude Import,245158,Barrels/Day
1992,April,Crude Throughput,259731,Barrels/Day
1992,April,Oil Products Production,293931,Barrels/Day
1992,April,Oil Products Import,211984,Barrels/Day
1992,April,Oil Products Supply,505916,Barrels/Day
1992,April,Oil Products Consumption,480658,Barrels/Day
1992,April,Mogas Consumption,76177,Barrels/Day
1992,April,Diesel Oil Consumption,173342,Barrels/Day
1992,April,Others Consumption,231137,Barrels/Day
1992,April,Oil Products Export,7902,Barrels/Day
